Timestamp,Wogegen sind Sie geimpft?,"Falls Sie nicht geimpft sind, weshalb nicht?",Sind Sie z.B. aufgrund von Immunsuppressiva auf eine hohe Immunität innerhalb der Bevölkerung angewiesen?,"Ich würde mich gegen Krankheiten mit hohem Infektionsrisiko, jedoch leichten Symptomen impfen lassen.","Ich würde mich gegen Krankheiten mit niedrigem Infektionsrisiko, jedoch schweren Symptomen impfen lassen.",Vor einer Impfung achte ich auf ihre Wirksamkeit.,Vor einer Impfung achte ich auf Empfehlungen meiner Ärztin bzw. meines Arztes.,Vor einer Impfung achte ich auf Empfehlungen des Gesundheitsamtes oder der Impfkommission.,"Für mich ist eine Impfung wirksam, wenn sie mein Infektionsrisiko senkt.","Für mich ist eine Impfung wirksam, wenn sie die Weitergabe des Krankheitserregers verhindert.","Für mich ist eine Impfung wirksam, wenn sie im Falle einer Infektion meine Symptome mildert.",Kurzzeitige leichte Nebenwirkungen wie Müdigkeit oder Schwindel würde ich in Kauf nehmen.,Kurzzeitige schwere Nebenwirkungen wie hohes Fieber würde ich in Kauf nehmen.,Länger andauernde Nebenwirkungen wie Müdigkeit würde ich in Kauf nehmen.,Wie viele Covid-19-Impfdosen haben Sie bereits erhalten?,"Wenn ja, wann haben Sie sich impfen lassen?","Wenn ja, aus welchem Grund haben Sie sich impfen lassen?","Sind generelle Hygienemaßnahmen (Sicherheitsabstände, Hände waschen, Lüften, persönliche Schutzmaßnahmen) Ihrer Ansicht nach bereits ausreichend wirksam?","Sind Covid-19-Maßnahmen der Regierung (Einschränkungen für Gastronomie, Veranstaltungen, Home Office) Ihrer Ansicht nach wirksam?",In welchen Bereichen vertrauen Sie der Covid-19-Impfung?,In welchen Bereichen vertrauen Sie der Covid-19-Impfung nicht?,Geschlecht,Alter,Was ist Ihre höchste abgeschlossene Schulbildung?,Welchen Beruf üben Sie aus?,Sind Sie im Gesundheitsbereich tätig?,"Wenn ja, welchen Beruf üben Sie genau aus?"
15/04/2022 20:17:12,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Grippe, Covid-19",,Nein,5,5,5,3,4,5,3,5,5,3,5,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",2,4,"Verhinderung einer Ansteckung, Symptome im Falle einer Ansteckung",Verhinderung einer Ansteckung,weiblich,66,Berufsbildende Mittlere Schule (Fach-/Handelsschule),Derzeit nicht erwerbstätig,Nein,Rentnerin
15/04/2022 20:17:43,"Masern-Mumps-Röteln, Tetanus, Hepatitis, Covid-19",,Nein,2,3,5,2,2,4,5,4,4,3,2,2,"Nach ein paar Wochen, aber aus dem Bekannten- und Familienkreis war ich der/die Erste",Um einfacher reisen zu können,3,1,Symptome im Falle einer Ansteckung,"Verhinderung einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",weiblich,32,Lehre,Angestellte/r,Ja,DGKS
15/04/2022 20:19:17,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Grippe, Covid-19",,Nein,5,5,4,3,4,3,3,5,5,4,4,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität), Um einfacher reisen zu können",3,5,"Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)","Verhinderung einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",weiblich,35,Matura (AHS/BHS/Abendmatura),Derzeit nicht erwerbstätig,Ja,Behindertenbetreuerin
15/04/2022 20:21:34,Ich weiß es nicht/Ich bin mir nicht sicher,Ich bin Impfungen gegenüber generell vorsichtig eingestellt,Nein,1,2,5,2,1,5,5,5,4,1,1,keine,,,3,2,Keine der genannten,"Verhinderung einer Ansteckung, Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",männlich,23,Matura (AHS/BHS/Abendmatura),ArbeiterIn,Nein,
15/04/2022 20:26:39,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Grippe, Covid-19",,Ja,5,5,5,5,5,4,3,5,5,4,4,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Aufgrund der 3G-Pflicht am Arbeitsplatz, Um einfacher reisen zu können",3,3,Symptome im Falle einer Ansteckung,Verhinderung einer Ansteckung,weiblich,62,Hochschule/Universität,Angestellte/r,Nein,Erwachsenenbildnerin
15/04/2022 20:32:32,"Masern-Mumps-Röteln, Polio, Tetanus, FSME/Zeckenschutzimpfung, Covid-19",,Nein,1,3,5,3,2,4,5,3,4,2,3,3,"Nach ein paar Wochen, als bereits einige Freunde und Bekannte geimpft waren","Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",3,3,Symptome im Falle einer Ansteckung,"Verhinderung einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",weiblich,58,Berufsbildende Mittlere Schule (Fach-/Handelsschule),Angestellte/r,Nein,
15/04/2022 20:42:02,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Covid-19",,Nein,5,5,4,4,5,3,2,5,5,4,3,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",2,4,"Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Verhinderung einer Ansteckung,weiblich,37,Hochschule/Universität,Angestellte/r,Nein,
15/04/2022 20:49:07,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Covid-19",,Nein,2,4,5,4,5,4,4,4,5,5,3,3,"Nach ein paar Wochen, als bereits einige Freunde und Bekannte geimpft waren","Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",4,5,Symptome im Falle einer Ansteckung,"Verhinderung einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",weiblich,39,Hochschule/Universität,Angestellte/r,Ja,Ordinationsassistentin 
15/04/2022 20:50:20,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Grippe, Covid-19",,Nein,5,5,5,5,4,4,4,5,5,5,5,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität), Um einfacher reisen zu können",2,4,"Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Verhinderung einer Ansteckung,weiblich,53,Hochschule/Universität,Angestellte/r,Nein,Betriebsrätin 
15/04/2022 20:50:23,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Covid-19",,Nein,4,4,3,4,3,5,4,4,5,5,3,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",3,4,Symptome im Falle einer Ansteckung,Keine der genannten,männlich,54,Matura (AHS/BHS/Abendmatura),Angestellte/r,Nein,Betriebsrat 
15/04/2022 20:56:06,"Masern-Mumps-Röteln, FSME/Zeckenschutzimpfung, Grippe, Covid-19",,Nein,5,5,2,3,5,4,4,5,5,5,3,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität), Um einfacher reisen zu können",4,3,"Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Verhinderung einer Ansteckung,männlich,25,Matura (AHS/BHS/Abendmatura),Angestellte/r,Nein,Softwarebetreuer
15/04/2022 21:07:35,"Masern-Mumps-Röteln, Polio, Grippe, Covid-19",,Nein,1,4,1,4,4,5,2,4,5,3,2,3,Zum ehestmöglichem Zeitpunkt,Zu meinem eigenem Schutz,1,5,"Verhinderung einer Ansteckung, Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Keine der genannten,männlich,58,Matura (AHS/BHS/Abendmatura),Derzeit nicht erwerbstätig,Nein,Pensionist
15/04/2022 21:15:19,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Covid-19",,Nein,1,3,5,5,3,5,5,3,5,4,2,3,Zum ehestmöglichem Zeitpunkt,Zu meinem eigenem Schutz,3,2,"Verhinderung einer Ansteckung, Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Keine der genannten,weiblich,33,Hochschule/Universität,Angestellte/r,Nein,Rechtspraktikantin
15/04/2022 21:21:32,"Masern-Mumps-Röteln, Hepatitis, FSME/Zeckenschutzimpfung, Covid-19, Ich weiß es nicht/Ich bin mir nicht sicher",,Nein,3,5,4,5,5,4,5,4,4,2,1,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",4,1,Symptome im Falle einer Ansteckung,"Verhinderung einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",weiblich,28,Berufsbildende Mittlere Schule (Fach-/Handelsschule),Selbstständig,Nein,
15/04/2022 21:23:10,"Polio, Tetanus, FSME/Zeckenschutzimpfung, Grippe, Covid-19",,Nein,3,5,4,3,3,4,3,5,5,3,2,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",3,3,Symptome im Falle einer Ansteckung,"Verhinderung einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",weiblich,66,Hochschule/Universität,Derzeit nicht erwerbstätig,Nein,war ahs-lehrerin
15/04/2022 21:30:03,"Masern-Mumps-Röteln, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Covid-19",,Nein,1,2,5,1,1,4,4,5,5,5,2,2,,,4,2,Symptome im Falle einer Ansteckung,"Verhinderung einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",weiblich,44,Matura (AHS/BHS/Abendmatura),Angestellte/r,Nein,
15/04/2022 21:32:16,"Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Grippe, Covid-19",,Nein,4,5,4,4,4,4,3,5,5,4,4,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",3,3,Symptome im Falle einer Ansteckung,Verhinderung einer Ansteckung,männlich,62,Hochschule/Universität,Leitende/r Angestellte/r,Nein,
15/04/2022 21:32:55,"Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Grippe, Covid-19",,Nein,4,5,5,5,4,5,5,5,5,3,3,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität), Um einfacher reisen zu können",2,2,"Verhinderung einer Ansteckung, Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Verhinderung einer Ansteckung,weiblich,67,Matura (AHS/BHS/Abendmatura),Derzeit nicht erwerbstätig,Nein,
15/04/2022 21:40:21,"Masern-Mumps-Röteln, Tetanus, FSME/Zeckenschutzimpfung, Grippe, Covid-19",,Nein,4,2,4,3,4,5,4,4,4,3,2,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität), Um einfacher reisen zu können",2,3,"Verhinderung einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Symptome im Falle einer Ansteckung,weiblich,35,Matura (AHS/BHS/Abendmatura),Angestellte/r,Nein,
15/04/2022 21:47:33,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Grippe, Covid-19",,Nein,1,5,3,2,2,3,3,5,5,3,2,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",2,3,"Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Verhinderung einer Ansteckung,weiblich,50,Hochschule/Universität,Angestellte/r,Nein,
15/04/2022 21:59:40,"Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Grippe, Covid-19",,Nein,3,4,4,4,3,4,4,5,4,3,3,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",3,3,"Verhinderung einer Ansteckung, Symptome im Falle einer Ansteckung",Keine der genannten,weiblich,55,Hochschule/Universität,Selbstständig,Nein,
15/04/2022 22:06:21,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Grippe, Covid-19",,Nein,4,5,5,5,4,4,5,5,5,5,4,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",2,3,"Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Verhinderung einer Ansteckung,weiblich,46,Hochschule/Universität,Selbstständig,Nein,Beraterin 
15/04/2022 22:14:21,"Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Grippe, Covid-19",,Ja,4,5,5,5,3,5,5,5,5,3,2,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",1,3,"Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Verhinderung einer Ansteckung,weiblich,52,Hochschule/Universität,Leitende/r Angestellte/r,Nein,
15/04/2022 22:14:58,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Grippe, Covid-19",,Nein,3,5,5,2,3,4,4,5,5,3,3,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",2,5,Keine der genannten,"Verhinderung einer Ansteckung, Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",weiblich,35,Hochschule/Universität,Leitende/r Angestellte/r,Nein,
15/04/2022 22:19:46,"Polio, Tetanus, FSME/Zeckenschutzimpfung",Ich bin Impfungen gegenüber generell vorsichtig eingestellt,Nein,1,1,5,1,1,5,3,3,2,1,1,keine,,,5,4,Keine der genannten,"Verhinderung einer Ansteckung, Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",weiblich,56,Lehre,Leitende/r Angestellte/r,Nein,Sekretärin des Bürgermeisters
15/04/2022 22:20:44,"Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Grippe, Covid-19",,Nein,5,5,4,5,5,4,4,5,5,4,3,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",2,4,Symptome im Falle einer Ansteckung,Verhinderung einer Ansteckung,weiblich,43,Hochschule/Universität,Leitende/r Angestellte/r,Nein,Juristin
15/04/2022 22:23:12,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Covid-19",,Nein,3,4,5,3,2,3,5,5,2,2,2,3,"Nach ein paar Wochen, als bereits einige Freunde und Bekannte geimpft waren","Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",5,1,Symptome im Falle einer Ansteckung,"Verhinderung einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",weiblich,46,Matura (AHS/BHS/Abendmatura),Angestellte/r,Ja,Diplomkrankenschwester
15/04/2022 22:38:59,"Masern-Mumps-Röteln, Polio, Tetanus, FSME/Zeckenschutzimpfung, Grippe, Covid-19",,Ja,5,5,3,4,3,2,5,3,5,4,4,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",3,2,"Verhinderung einer Ansteckung, Symptome im Falle einer Ansteckung",Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität),weiblich,44,Matura (AHS/BHS/Abendmatura),Leitende/r Angestellte/r,Nein,Assistenz Geschäftsführung & Buchhaltung
15/04/2022 22:48:51,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Covid-19",,Nein,3,4,2,4,4,4,4,3,5,4,3,3,Zum ehestmöglichem Zeitpunkt,Um besonders gefährdete Menschen zu schützen (Herdenimmunität),2,3,"Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Verhinderung einer Ansteckung,männlich,33,Matura (AHS/BHS/Abendmatura),Angestellte/r,Ja,DGKP
15/04/2022 22:51:32,"Polio, Tetanus, FSME/Zeckenschutzimpfung, Grippe, Covid-19",,Ja,5,5,5,5,4,5,5,5,5,4,3,3,Zum ehestmöglichem Zeitpunkt,Zu meinem eigenem Schutz,3,3,"Verhinderung einer Ansteckung, Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Keine der genannten,weiblich,66,Berufsbildende Mittlere Schule (Fach-/Handelsschule),Angestellte/r,Nein,
15/04/2022 23:24:14,"Masern-Mumps-Röteln, Polio, Tetanus, Covid-19",Ich bin Impfungen gegenüber generell vorsichtig eingestellt,Nein,5,5,3,4,4,5,5,5,5,3,4,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",3,3,"Verhinderung einer Ansteckung, Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Keine der genannten,weiblich,65,Matura (AHS/BHS/Abendmatura),Angestellte/r,Nein,Sozialpädagogin 
15/04/2022 23:27:58,Covid-19,,Nein,3,3,5,5,5,4,4,4,3,2,2,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",3,4,Symptome im Falle einer Ansteckung,"Verhinderung einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",weiblich,48,Lehre,Derzeit nicht erwerbstätig,Nein,
15/04/2022 23:47:52,"Polio, Tetanus, FSME/Zeckenschutzimpfung",,Nein,1,1,5,3,4,5,5,5,3,2,2,keine,,,5,2,Keine der genannten,"Verhinderung einer Ansteckung, Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",weiblich,57,Berufsbildende Mittlere Schule (Fach-/Handelsschule),Leitende/r Angestellte/r,Nein,Vertrieb
15/04/2022 23:52:02,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Grippe, Covid-19",,Nein,3,4,3,2,4,5,5,5,5,4,3,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",2,5,"Verhinderung einer Ansteckung, Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Keine der genannten,weiblich,42,Hochschule/Universität,Angestellte/r,Nein,Marketing
15/04/2022 23:54:34,"Masern-Mumps-Röteln, Polio, Tetanus, FSME/Zeckenschutzimpfung, Grippe, Covid-19",,Nein,5,5,3,3,4,5,5,5,5,4,4,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität), Um einfacher reisen zu können",3,2,"Verhinderung einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Keine der genannten,männlich,52,Matura (AHS/BHS/Abendmatura),Angestellte/r,Nein,
16/04/2022 00:15:03,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Grippe, Covid-19",,Nein,5,5,1,5,4,5,5,5,5,5,4,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",3,5,"Verhinderung einer Ansteckung, Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Keine der genannten,weiblich,45,Pflichtschule,Angestellte/r,Ja,KH Angestellte 
16/04/2022 01:49:39,"Masern-Mumps-Röteln, Polio, Tetanus, FSME/Zeckenschutzimpfung, Grippe, Covid-19",,Nein,5,5,4,3,4,5,5,5,5,5,5,2,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",1,1,"Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Verhinderung einer Ansteckung,männlich,55,Hochschule/Universität,Selbstständig,Nein,
16/04/2022 02:16:04,"Masern-Mumps-Röteln, Tetanus, FSME/Zeckenschutzimpfung, Covid-19",,Nein,5,5,3,4,5,5,5,5,5,3,2,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",4,2,Symptome im Falle einer Ansteckung,"Verhinderung einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",männlich,42,Berufsbildende Mittlere Schule (Fach-/Handelsschule),Selbstständig,Nein,
16/04/2022 02:51:46,"Polio, Tetanus, FSME/Zeckenschutzimpfung, Grippe, Covid-19",,Ja,4,5,4,3,3,5,3,4,5,5,4,3,Zum ehestmöglichem Zeitpunkt,Zu meinem eigenem Schutz,2,2,"Verhinderung einer Ansteckung, Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Keine der genannten,männlich,64,Hochschule/Universität,Derzeit nicht erwerbstätig,Nein,
16/04/2022 06:46:40,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Grippe, Covid-19",,Nein,5,5,5,5,4,5,5,5,4,2,3,3,"Nach ein paar Wochen, als bereits einige Freunde und Bekannte geimpft waren",Zu meinem eigenem Schutz,5,5,"Verhinderung einer Ansteckung, Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Keine der genannten,weiblich,68,Berufsbildende Mittlere Schule (Fach-/Handelsschule),Angestellte/r,Nein,
16/04/2022 07:07:47,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Covid-19",,Nein,2,4,4,1,4,5,5,3,5,3,2,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um einfacher reisen zu können",4,1,Symptome im Falle einer Ansteckung,"Verhinderung einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",männlich,41,Matura (AHS/BHS/Abendmatura),Selbstständig,Nein,
16/04/2022 07:31:41,"Masern-Mumps-Röteln, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Grippe, Covid-19",,Nein,5,5,4,4,5,5,5,5,5,5,5,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",4,1,"Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Verhinderung einer Ansteckung,männlich,42,Hochschule/Universität,Leitende/r Angestellte/r,Nein,
16/04/2022 07:33:57,"Masern-Mumps-Röteln, Tetanus, Hepatitis, Grippe, Covid-19",,Nein,5,5,4,4,5,5,5,5,5,5,5,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",2,5,"Verhinderung einer Ansteckung, Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Keine der genannten,weiblich,49,Hochschule/Universität,Angestellte/r,Nein,Sekretärin 
16/04/2022 07:37:26,"Covid-19, Ich weiß es nicht/Ich bin mir nicht sicher",,Ja,5,5,3,5,5,5,5,5,5,1,1,3,Zum ehestmöglichem Zeitpunkt,Zu meinem eigenem Schutz,3,3,Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität),"Verhinderung einer Ansteckung, Symptome im Falle einer Ansteckung",weiblich,83,Pflichtschule,Derzeit nicht erwerbstätig,Nein,
16/04/2022 07:37:26,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Grippe, Covid-19",,Nein,2,4,5,4,1,5,5,5,5,3,3,3,Zum ehestmöglichem Zeitpunkt,Zu meinem eigenem Schutz,3,4,Symptome im Falle einer Ansteckung,"Verhinderung einer Ansteckung, Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",weiblich,60,Berufsbildende Mittlere Schule (Fach-/Handelsschule),Derzeit nicht erwerbstätig,Ja,
16/04/2022 07:40:22,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Grippe, Covid-19",,Nein,3,3,2,5,5,4,5,4,5,5,4,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",2,1,"Verhinderung einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)","Verhinderung einer Ansteckung, Symptome im Falle einer Ansteckung",weiblich,43,Hochschule/Universität,Angestellte/r,Nein,
16/04/2022 08:14:31,"Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Grippe, Covid-19",,Nein,3,5,4,5,5,5,4,4,5,4,3,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität), Um einfacher reisen zu können",3,2,"Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Verhinderung einer Ansteckung,männlich,47,Lehre,Angestellte/r,Nein,
16/04/2022 08:30:44,"Masern-Mumps-Röteln, Polio, Tetanus, FSME/Zeckenschutzimpfung, Covid-19",,Nein,1,2,3,5,3,4,5,5,5,3,3,2,Mit der Einführung von 3G am Arbeitsplatz,"Um besonders gefährdete Menschen zu schützen (Herdenimmunität), Aufgrund der 3G-Pflicht am Arbeitsplatz, Aufgrund der 2G/3G-Pflicht in Gastronomie und Handel, Um einfacher reisen zu können",4,4,Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität),Symptome im Falle einer Ansteckung,weiblich,57,Pflichtschule,ArbeiterIn,Nein,Küchenhilfskraft
